Track ID,Date Added,Persistent ID,Track Type,Podcast,Unplayed,Name,Album,Location,Size,Total Time,Year,BPM,Date Modified,Bit Rate,Sample Rate,Play Date,Play Date UTC,File Folder Count,Library Folder Count,Artist,Genre,Kind,Comments,Skip Count,Skip Date,Artwork Count,Album Artist,Composer,Grouping,Work,Track Number,Track Count,Sort Name,Part Of Gapless Album,Sort Album,Disc Number,Disc Count,Play Count,Sort Artist,Volume Adjustment,Release Date,Purchased,Sort Album Artist,Sort Composer,Compilation,Stop Time,Rating,Rating Computed,Album Rating,Album Rating Computed,Explicit,Start Time,Disabled,Clean,Playlist Only
5730,2014-05-23T11:04:40Z,FDB35A013310519C,URL,,,Teaser.,Teaser.,https://teaserradio.podomatic.com/rss2.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,2014-05-23T11:07:10Z,D3E4B7F9F1CB7C18,URL,,,Hidden Forest Podcast,Hidden Forest Podcast,http://hiddenforest.podomatic.com/rss2.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5734,2014-07-25T01:51:31Z,38564046F185B6BE,File,,,I Love Progressive House Collection (Original Mix),Progressive House Collection 13,file://localhost/E:/Nick/Music/!Exclusive!%20M.Boa/Progressive%20House%20Collection%2013/I%20Love%20Progressive%20House%20Collection.mp3,12385287,309002,2009,130,2012-10-29T11:02:40Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,!Exclusive! M.Boa,House,MPEG audio file,fake.do.am / icq: 445924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5736,2014-07-25T01:51:31Z,A63A3684A32F667A,File,,,BASS Overload (Urban Assault remix),BrainWars,file://localhost/E:/Nick/Music/(((d_HARD%20FM_b)))/BrainWars/BASS%20Overload%20(Urban%20Assault%20remix).mp3,14561834,305293,2012,,2022-10-26T03:04:33Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,Razat,"DubStep, Breaks",MPEG audio file,(((d|HARD FM|b))) | HARDFM.RU,1,2022-10-26T03:04:49Z,1,(((d|HARD FM|b))),(((d|HARD FM|b))),(((d|HARD FM|b))),(((d|HARD FM|b))),,,,,,,,,,,,,,,,,,,,,,,,,
5738,2014-07-25T01:51:31Z,2B7B1FBCC24BBB6E,File,,,Goose Offender,,file://localhost/E:/Nick/Music/(www.centrummp3.eu)/Unknown%20Album/Goose%20Offender.mp3,12672619,288052,,128,2013-06-25T02:59:06Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,Modek,,MPEG audio file,(www.centrummp3.eu),,,1,(www.centrummp3.eu),(www.centrummp3.eu),,,,,,,,,,,,,,,,,,,,,,,,,,,
5740,2014-07-25T01:51:31Z,E8DAE17CDD1603B3,File,,,Bulletproof ft. Eva Simons (Original Mix),,file://localhost/E:/Nick/Music/(www.PlayAll.lt)/Unknown%20Album/Bulletproof%20ft.%20Eva%20Simons%20(Original.mp3,10535565,262582,,140,2013-06-25T02:59:08Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,Doctor P,,MPEG audio file,(www.PlayAll.lt),,,1,(www.PlayAll.lt),(www.PlayAll.lt),(www.PlayAll.lt),,,,,,,,,,,,,,,,,,,,,,,,,,
5742,2014-07-25T01:51:31Z,805AD1E5BD1E2D7A,File,,,Low Density,Tech House 2012 Vol 3,file://localhost/E:/Nick/Music/16%20Bit%20Lolitas%20Presents%20Bug%20Report/Tech%20House%202012%20Vol%203/09%20Low%20Density.mp3,17418707,434364,2012,126,2012-12-03T14:19:10Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,16 Bit Lolitas Presents Bug Report,House,MPEG audio file,,,,,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,
5744,2014-07-25T01:51:31Z,677E3F8462D11E40,File,,,The Touch You Trust (Anominiss Deep House Dub),DJ Friendly Dance Vibe 2011,file://localhost/E:/Nick/Music/1st%20Class/DJ%20Friendly%20Dance%20Vibe%202011/09%20The%20Touch%20You%20Trust%20(Anominiss%20De.mp3,18956288,473808,2011,128,2013-06-25T02:59:14Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,1st Class,House,MPEG audio file,8A - ,,,,,,,,9,,Touch You Trust (Anominiss Deep House Dub),,,,,,,,,,,,,,,,,,,,,,
5746,2014-07-25T01:51:31Z,BC53B6F8306F1690,File,,,Epic Meal Time (1uP's Haters Be SMART Preview),,file://localhost/E:/Nick/Music/1up/Unknown%20Album/Epic%20Meal%20Time%20(1uP's%20Haters%20Be%20SMAR.mp3,2206217,137247,,140,2013-06-25T02:59:14Z,128,44100,4294963696,2040-02-05T18:28:16Z,4,1,1up,,MPEG audio file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,2014-07-25T01:51:31Z,62A73FAC07DB7A7F,File,,,Lift U Up (Sound of Stereo for the Bigger & Bolder Remix),,file://localhost/E:/Nick/Music/2%20Fabiola/Unknown%20Album/Lift%20U%20Up%20(Sound%20of%20Stereo%20for%20the%20B.mp3,5355016,167016,2009,136,2013-06-25T02:59:16Z,256,48000,4294963696,2040-02-05T18:28:16Z,4,1,2 Fabiola,Iphone,MPEG audio file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,2014-07-25T01:51:31Z,92B8819AB331E194,File,,,Dirty Nursery Rhymes,,file://localhost/E:/Nick/Music/2%20Live%20Crew/Unknown%20Album/01%20Dirty%20Nursery%20Rhymes.mp3,3764106,187689,,112,2013-06-25T02:59:18Z,160,44100,4294963696,2040-02-05T18:28:16Z,4,1,2 Live Crew,Iphone,MPEG audio file,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5752,2014-07-25T01:51:31Z,830F2B82ECB0519C,File,,,Me So Horny,,file://localhost/E:/Nick/Music/2%20Live%20Crew/Unknown%20Album/Me%20So%20Horny.mp3,3868653,276009,,128,2013-06-25T02:59:20Z,112,44100,4294963696,2040-02-05T18:28:16Z,4,1,2 Live Crew,Iphone,MPEG audio file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,2014-07-25T01:51:31Z,2939E601270D9B0C,File,,,Spanish Fly Vs. Flashback Vs. Be,Swedish House Mafia - Essential Mix (2010-09-04),file://localhost/E:/Nick/Music/2000%20&%20One%20Vs.%20Calvin%20Harris%20Vs.%20Steve%20A/Swedish%20House%20Mafia%20-%20Essential%20Mix%20(201/23%20Spanish%20Fly%20Vs.%20Flashback%20Vs.%20Be.mp3,8653802,270367,2010,129,2013-06-25T02:59:22Z,256,44100,4294963696,2040-02-05T18:28:16Z,4,1,2000 & One Vs. Calvin Harris Vs. Steve Angello & Laidback Luk,Iphone,MPEG audio file,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,
5756,2014-07-25T01:51:31Z,E40A555A4FC7D752,File,,,2000 And One - Spanish Fly (Butch Remix),Beatport Best Of DJ Charts October 2009,file://localhost/E:/Nick/Music/2000%20And%20One/Beatport%20Best%20Of%20DJ%20Charts%20October%202009/35%202000%20And%20One%20-%20Spanish%20Fly%20(Butch.mp3,19299491,481176,2009,127,2019-05-10T10:44:58Z,320,32000,4294963696,2040-02-05T18:28:16Z,4,1,2000 And One,,MPEG audio file,,,,1,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,
5758,2014-07-25T01:51:31Z,F4191AEE427D3A48,File,,,Im Fly,Im Fly (So Gone Re-Twist)-Prom,file://localhost/E:/Nick/Music/213/Im%20Fly%20(So%20Gone%20Re-Twist)-Prom/01%20Im%20Fly.mp3,6061749,252133,2003,164,2013-06-25T02:59:30Z,192,44100,4294963696,2040-02-05T18:28:16Z,4,1,213,Iphone,MPEG audio file,,1,2016-02-02T12:42:03Z,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5760,2014-07-25T01:51:31Z,DA9E7BEBFE28E035,File,,,sassy ways,The Hard Way,file://localhost/E:/Nick/Music/213/The%20Hard%20Way/sassy%20ways.mp3,6637254,276114,2004,91,2013-06-25T02:59:32Z,192,44100,4294963696,2040-02-05T18:28:16Z,4,1,213,Iphone,MPEG audio file,,,,,,,,,,,,,Hard Way,,,,,,,,,,,,,,,,,,,,
5762,2014-07-25T01:51:31Z,D4CE180CC436685D,File,,,Groupie Love,TVT Records 2004 (Sampler),file://localhost/E:/Nick/Music/213/TVT%20Records%202004%20(Sampler)/03%20Groupie%20Love.mp3,4882623,202997,2004,97,2013-06-25T02:59:34Z,192,44100,4294963696,2040-02-05T18:28:16Z,4,1,213,Iphone,MPEG audio file,[QMB],,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
5764,2014-07-25T01:51:31Z,3F579072209E3380,File,,,Dollar Dollar Bill,,file://localhost/E:/Nick/Music/213/Unknown%20Album/Dollar%20Dollar%20Bill.mp3,3537987,220473,,93,2013-06-25T02:59:36Z,128,44100,4294963696,2040-02-05T18:28:16Z,4,1,213,Iphone,MPEG audio file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,2014-07-25T01:51:31Z,24B9AD63D919DBE6,File,,,Hail Mary,2Pac Greatest Hits,file://localhost/E:/Nick/Music/2pac/2Pac%20Greatest%20Hits/05%20Hail%20Mary.mp3,6270875,313025,1999,164,2013-06-25T02:59:38Z,160,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
5768,2014-07-25T01:51:31Z,8F624873E86924C0,File,,,Still Ballin',Better Dayz,file://localhost/E:/Nick/Music/2pac/Better%20Dayz/1-02%20Still%20Ballin'.mp3,6787786,169639,2002,,2013-06-25T09:44:24Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,,,,,,Tupac,,,2,13,,,,1,2,,,,,,,,,,,,,,,,,,
5770,2014-07-25T01:51:31Z,47FAA6EBD24BF65A,File,,,u can call,Better Dayz Disc 2,file://localhost/E:/Nick/Music/2pac/Better%20Dayz%20Disc%202/05%20u%20can%20call.mp3,9205706,230086,2002,,2013-06-25T09:44:26Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,,,,,,Johnny Jackson/Phalon Alexander/T. Shakur,,,5,,,,,,,,,,,,,,,,,,,,,,,,
5772,2014-07-25T01:51:31Z,1D72897FD0635983,File,,,Gangsta Party,Greatest Hitz,file://localhost/E:/Nick/Music/2Pac/Greatest%20Hitz/02%20Gangsta%20Party.mp3,9891145,247222,1998,,2013-06-25T09:44:28Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,2Pac,Iphone,MPEG audio file,,,,,,2Pac/Delmar Arnaud/Snoop Dogg,,,2,,,,,,,,,,,,,,,,,,,,,,,,
5774,2014-07-25T01:51:31Z,CF1B14CE56F45C6E,File,,,thugz manision,Greatest Hitz,file://localhost/E:/Nick/Music/2pac/Greatest%20Hitz/02%20thugz%20manision.mp3,9907891,247640,2002,,2013-06-25T09:44:30Z,320,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,,,,,,Anthony Hamilton/Johnny Jackson/Seven Aurelius/T. Shakur,,,2,,,,,,,,,,,,,,,,,,,,,,,,
5776,2014-07-25T01:51:31Z,2E0E215EDB980E5D,File,,,hit em' up,Greatest Hitz,file://localhost/E:/Nick/Music/2Pac/Greatest%20Hitz/12%20hit%20em'%20up.mp3,12577594,314383,1998,,2013-06-25T09:44:34Z,320,44100,3604684532,2018-03-23T10:15:32Z,4,1,2Pac,Iphone,MPEG audio file,,2,2016-07-20T01:01:08Z,,,2Pac/Dennis Lambert/Duane Hitchings/Franne Golde,,,12,,,,,,,13,,,,,,,,,,,,,,,,,
5778,2014-07-25T01:51:31Z,876E40D1089FC2DD,File,,,Changes,greatest hitz,file://localhost/E:/Nick/Music/2Pac/greatest%20hitz/Changes.mp3,5389442,269479,,111,2013-06-25T02:59:40Z,160,44100,4294963696,2040-02-05T18:28:16Z,4,1,2Pac,Iphone,MPEG audio file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,2014-07-25T01:51:31Z,F206B8D3A6569937,File,,,Ghetto Gospel Ft. Elton John,Greatest Hitz,file://localhost/E:/Nick/Music/2Pac/Greatest%20Hitz/Ghetto%20Gospel%20Ft.%20Elton%20John.mp3,5718144,238158,2005,161,2013-06-25T02:59:42Z,192,44100,4294963696,2040-02-05T18:28:16Z,4,1,2Pac,Iphone,MPEG audio file, 00000A5B 00000AC3 000093D3 0000917E 0000C395 0000C395 00008000 00008000 00007547 00007547,,,,,Mac Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,2014-07-25T01:51:31Z,4F5FF9A04A76144A,File,,,Pac's Life (Ft Ashanti & T.I.),Pac's Life (Explicit),file://localhost/E:/Nick/Music/2Pac/Pac's%20Life%20(Explicit)/02%20Pac's%20Life%20(Ft%20Ashanti%20&%20T.I.).mp3,5363653,218827,2006,95,2013-06-25T02:59:44Z,195,44100,4294963696,2040-02-05T18:28:16Z,4,1,2Pac,Iphone,MPEG audio file,-- detox --,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
5784,2014-07-25T01:51:31Z,E2C610663D63F4A6,File,,,"Dumpin' (Ft. Hussein Fatal, Papoose, Carl Thomas)",Pac's Life (Explicit),"file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/03%20Dumpin'%20(Ft.%20Hussein%20Fatal,%20Papoo.mp3",6932389,267859,2006,93,2018-09-12T10:51:20Z,204,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,RapGodFathers.com,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
5786,2014-07-25T01:51:31Z,2E91296C3E6DBE44,File,,,Playa Cardz Right (Female) (Ft. Keyshia Cole),Pac's Life (Explicit),file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/04%20Playa%20Cardz%20Right%20(Female)%20(Ft.%20K.mp3,15622144,273371,2006,84,2018-09-12T10:51:20Z,205,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,RapGodFathers.com,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5788,2014-07-25T01:51:31Z,4A2D36EAABC89D33,File,,,"Whatz Next (Ft. A3, Jay Rock)",Pac's Life (Explicit),"file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/05%20Whatz%20Next%20(Ft.%20A3,%20Jay%20Rock).mp3",27402240,258298,2006,106,2018-09-12T10:51:20Z,215,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Rap,MPEG audio file,RapGodFathers.com,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
5790,2014-07-25T01:51:31Z,040B6D8547552123,File,,,"Sleep (Ft. Young Buck, Chamillionaire)",Pac's Life (Explicit),"file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/06%20Sleep%20(Ft.%20Young%20Buck,%20Chamillion.mp3",18554880,249887,2006,91,2018-09-12T10:51:20Z,201,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Rap,MPEG audio file,RapGodFathers.com,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
5792,2014-07-25T01:51:31Z,DBF6585B368D5FFA,File,,,"International (Ft. Nipsey Hussle, Young Dre The Truth)",Pac's Life (Explicit),"file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/07%20International%20(Ft.%20Nipsey%20Hussle,.mp3",6267093,243017,2006,86,2013-06-25T03:00:22Z,203,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,RapGodFathers.com,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
5794,2014-07-25T01:51:31Z,3B33850BD3F4D8E5,File,,,"Don't Sleep (Ft. Lil Scrappy, Nutso, Yaki Kadafi, Stormy)",Pac's Life (Explicit),"file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/08%20Don't%20Sleep%20(Ft.%20Lil%20Scrappy,%20Nut.mp3",5668728,215693,2006,93,2013-06-25T03:00:26Z,207,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,RapGodFathers.com,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
5796,2014-07-25T01:51:31Z,C92DE70D68C8DEAC,File,,,Soon As I Get Home (Ft. Yaki Kadafi),Pac's Life (Explicit),file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/09%20Soon%20As%20I%20Get%20Home%20(Ft.%20Yaki%20Kada.mp3,6529024,220316,2006,97,2013-06-25T03:00:28Z,222,44100,,,4,1,2pac,Iphone,MPEG audio file,RapGodFathers.com,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
5798,2014-07-25T01:51:31Z,C5BCAC0659FABB7C,File,,,"Playa Cardz Right (Male) (Ft. Ludacris, Keon Bryce)",Pac's Life (Explicit),file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/10%20Playa%20Cardz%20Right%20(Male)%20(Ft.%20Lud.mp3,7717428,294138,2006,126,2018-09-12T10:51:20Z,207,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,RapGodFathers.com,,,1,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
5800,2014-07-25T01:51:31Z,864190F2D2E5A514,File,,,"Don't Stop (Ft. Big Syke, Yaki Kadafi, Hussein Fatal, EDI, Young Noble, Stormy)",Pac's Life (Explicit),"file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/11%20Don't%20Stop%20(Ft.%20Big%20Syke,%20Yaki%20Ka.mp3",16736256,324832,2006,99,2013-06-25T03:00:40Z,212,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Rap,MPEG audio file,RapGodFathers.com,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
5802,2014-07-25T01:51:31Z,9FF7AEA5DCAEE62A,File,,,"Pac's Life Remix (Ft. Snoop Dogg, T.I., Chris Starr)",Pac's Life (Explicit),"file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/12%20Pac's%20Life%20Remix%20(Ft.%20Snoop%20Dogg,.mp3",9494528,218200,2006,95,2013-06-25T03:00:44Z,203,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,RapGodFathers.com,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
5804,2014-07-25T01:51:31Z,F7B240D0DA11FEBD,File,,,"Untouchable (Ft. Yaki Kadafi, Hussein Fatal, Gravy)",Pac's Life (Explicit),"file://localhost/E:/Nick/Music/2pac/Pac's%20Life%20(Explicit)/13%20Untouchable%20(Ft.%20Yaki%20Kadafi,%20Hus.mp3",26927104,270053,2006,89,2013-06-25T03:00:58Z,183,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,RapGodFathers.com,,,1,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
5806,2014-07-25T01:51:32Z,46FFF9628B58BCC6,File,,,Runnin Ft. Biggie,Runnin-CDS-(Produced By Eminem,file://localhost/E:/Nick/Music/2Pac/Runnin-CDS-(Produced%20By%20Eminem/01%20Runnin%20Ft.%20Biggie.mp3,5575865,231340,2003,83,2013-06-25T09:28:58Z,192,44100,4294963696,2040-02-05T18:28:16Z,4,1,2Pac,Iphone,MPEG audio file,2PACMP3 n,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5808,2014-07-25T01:51:32Z,0A1E31C0F21824CE,File,,,California love ft Dr Dre,,file://localhost/E:/Nick/Music/2pac/Unknown%20Album/California%20love%20ft%20Dr%20Dre.mp3,3862403,241110,,91,2013-06-25T03:01:02Z,128,44100,3571750299,2017-03-07T05:51:39Z,4,1,2pac,Iphone,MPEG audio file,,5,2016-01-10T13:13:02Z,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,
5810,2014-07-25T01:51:32Z,3FD68BAD7FA6F1E1,File,,,Dear Mama,,file://localhost/E:/Nick/Music/2pac/Unknown%20Album/Dear%20Mama.mp3,4487898,279849,1996,84,2013-06-25T03:01:04Z,128,44100,4294963696,2040-02-05T18:28:16Z,4,1,2pac,Iphone,MPEG audio file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,2014-07-25T01:51:32Z,3FEDCD5A9AB09442,File,,,The Kill,A Beautiful Lie,file://localhost/E:/Nick/Music/30%20Seconds%20To%20Mars/A%20Beautiful%20Lie/02%20The%20Kill.mp3,6852903,227578,2005,183,2012-06-14T08:04:20Z,240,44100,4294963696,2040-02-05T18:28:16Z,4,1,30 Seconds To Mars,Iphone,MPEG audio file,,1,2016-06-22T06:07:05Z,,,,,,2,,Kill,,Beautiful Lie,,,,,,,,,,,,,,,,,,,,
5814,2014-07-25T01:51:32Z,F897D560E215EDF2,File,,,The Take Off,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/01%20The%20Take%20Off.mp3,8046973,251872,2011,91,2013-06-25T03:01:08Z,252,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,,360,,,,1,,Take Off,,,,,,,,,,,,,,,,,,,,,,
5816,2014-07-25T01:51:32Z,36AE4476F40DDA14,File,,,I'm OK,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/02%20I'm%20OK.mp3,6945685,222171,2011,105,2013-06-25T03:01:10Z,246,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,,360,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
5818,2014-07-25T01:51:32Z,C7E1DC00FD233E79,File,,,Just Got Started Feat. Pez,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/03%20Just%20Got%20Started%20Feat.%20Pez.mp3,6067455,193071,2011,122,2013-06-25T03:01:12Z,247,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,1,360,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
5820,2014-07-25T01:51:32Z,3757E14648F00F0D,File,,,Throw It Away Feat. Josh Pyke,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/04%20Throw%20It%20Away%20Feat.%20Josh%20Pyke.mp3,6755594,214177,2011,99,2018-09-12T10:49:56Z,248,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,1,360,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5822,2014-07-25T01:51:32Z,8CDF070BBBA4BA98,File,,,Child,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/05%20Child.mp3,8904103,293407,2011,102,2018-09-12T10:49:56Z,240,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,1,360,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
5824,2014-07-25T01:51:32Z,0368523525426DBC,File,,,Boys Like You Feat. Gossling,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/06%20Boys%20Like%20You%20Feat.%20Gossling.mp3,6919872,220656,2011,145,2018-09-12T10:49:56Z,247,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,1,360,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
5826,2014-07-25T01:51:32Z,78E3F3959260EB26,File,,,Killer,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/07%20Killer.mp3,7437174,229955,2011,113,2013-06-25T03:01:26Z,255,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,,360,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
5828,2014-07-25T01:51:32Z,8B75E38CACF32EBD,File,,,Falling and Flying,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/08%20Falling%20and%20Flying.mp3,8328940,268773,2011,86,2018-09-12T10:49:56Z,245,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,1,360,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
5830,2014-07-25T01:51:32Z,01BF98167A93406A,File,,,Run Alone,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/09%20Run%20Alone.mp3,8734924,273136,2011,114,2018-09-12T10:49:56Z,253,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,1,360,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
5832,2014-07-25T01:51:32Z,566159F835D685BD,File,,,Hammer Head,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/10%20Hammer%20Head.mp3,7904005,232411,2011,147,2013-06-25T03:01:38Z,268,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,,360,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
5834,2014-07-25T01:51:32Z,F4150BBBF739CFCC,File,,,Meant To Do,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/11%20Meant%20To%20Do.mp3,7120705,232751,2011,100,2013-06-25T03:01:40Z,241,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,,360,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
5836,2014-07-25T01:51:32Z,CDB0829E95A29D82,File,,,Miracle In A Costume Feat. Gossling,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/12%20Miracle%20In%20A%20Costume%20Feat.%20Gossli.mp3,7902068,262608,2011,88,2013-06-25T03:01:46Z,237,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,,360,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
5838,2014-07-25T01:51:32Z,DFEABFA7186F0FBC,File,,,Hope You Don't Mind Feat. N'fa,Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/13%20Hope%20You%20Don't%20Mind%20Feat.%20N'fa.mp3,11178313,343980,2011,87,2013-06-25T03:01:50Z,257,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,,360,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
5840,2014-07-25T01:51:32Z,2AB6DBA1B92CD2C4,File,,,Keep Me Alive Feat. Bright Young Things (Bonus Track),Falling and Flying,file://localhost/E:/Nick/Music/360/Falling%20and%20Flying/14%20Keep%20Me%20Alive%20Feat.%20Bright%20Young.mp3,7327561,225645,2011,126,2013-06-25T03:01:54Z,256,44100,4294963696,2040-02-05T18:28:16Z,4,1,360,Hip-Hop,MPEG audio file,,,,,360,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
5842,2014-07-25T01:51:32Z,D83B5E15E9E68AE1,File,,,Don't Trust Me,Don't Trust Me - Single,file://localhost/E:/Nick/Music/3oh!3/Don't%20Trust%20Me%20-%20Single/Don't%20Trust%20Me.mp3,1552361,192470,,130,2019-05-10T10:44:58Z,64,22050,4294963696,2040-02-05T18:28:16Z,4,1,3oh!3,Iphone,MPEG audio file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
